                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0981,                0.51111,                      1,                 1.0453,              8.568e-05,              8.568e-05,              8.568e-05
