                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0322,                 0.5618,                      1,                0.97681,             0.00012138,             0.00012138,             0.00012138
