                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1944,                0.48315,                      1,                 1.0478,              9.996e-05,              9.996e-05,              9.996e-05
