                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1163,                0.61798,                      1,                0.97094,              0.0001428,              0.0001428,              0.0001428
